Description,TotalSalesDollars,TotalSalesQuantity,TotalPurchaseDollars,TotalPurchaseQuantity,GrossProfit,ProfitMargin,TargetBrand
Kinky Flame Whisky,11588.93,1907.0,2547.04,232,9041.89,86.55713883977418,No
Kinky Gold Liqueur,35099.03,1997.0,22558.2,1834,12540.829999999998,35.72984780491084,No
Kinky Liqueur,204108.21999999997,47978.0,144245.42,47565,59862.79999999998,29.283874813651252,No
Kinky Pink Liqueur,24732.670000000002,3383.0,17564.64,2967,7168.0300000000025,28.98203065014817,No
Kinky Vodka,25890.050000000003,8595.0,13338.859999999999,5470,12551.190000000002,50.44130405281901,No
Kinsella Est Cab Svgn 10,4829.58,42.0,2061.8,26,2767.7799999999997,57.3089171315104,No
Kir-Yianni Akakies Yianakoho,395.78,22.0,262.02,22,133.76,33.79655364091162,No
Kirk & Sweeney 12Yr Old Rum,69477.3,2070.0,53742.66,2182,15734.64,22.647166772456615,No
Kirk and Sweeney 18 Yr Rum,27161.23,677.0,19189.59,667,7971.639999999999,29.349333590562722,No
Kirkland Signature Cab Svgn,311.76,24.0,189.36,24,122.39999999999998,39.26096997690531,No
Kirkland Signature Chard,171.38,22.0,127.2,24,44.17999999999999,25.778970708367368,No
Kirkland Signature Chard 12,319.8,20.0,255.84,24,63.96000000000001,20.0,No
Kirkland Signature Supr Brdx,7.99,1.0,5.36,1,2.63,32.91614518147684,No
Kismet Wine Papa's All-Black,2518.74,126.0,39.45,3,2479.29,98.43374067986375,No
Kistler Hyde Chard,875.88,12.0,576.24,12,299.64,34.210165776133714,No
Kistler Les Noisetiers Sono,2034.63,37.0,1668.48,44,366.1500000000001,17.995900974624384,No
Kistler Pinot Noir RRV,3189.42,58.0,2098.44,58,1090.98,34.20621931260229,No
Kitaya Ai No Hime Sprkl Sake,2989.28,272.0,2125.44,288,863.8400000000001,28.89792859819087,No
Klinker Brick Farrah Syrah,7315.839999999999,416.0,5973.75,531,1342.0899999999992,18.34498840871314,No
Klinker Brick Marisa Znfdl,2274.35,65.0,629.91,27,1644.44,72.30373513311497,No
Klinker Brick Old Ghst Znfdl,5706.4800000000005,152.0,3771.4500000000003,153,1935.0300000000002,33.90934516549607,No
Klinker Brick Old Vine Znfdl,164001.51,10249.0,100475.04,10488,63526.470000000016,38.73529579087413,No
Knappogue Castle Irish 12 Yr,6678.33,167.0,1634.64,56,5043.69,75.52322212289599,No
Knappogue Castle Irish Whsky,90656.19,2781.0,57957.4,2942,32698.79,36.0690097388827,No
Knob Creek Bourbon,1240620.1099999999,57789.0,976070.6,62610,264549.50999999995,25.55631170341546,No
Knob Creek Rye,125361.73,4227.0,124768.35,5705,593.3799999999901,0.4733342464243196,No
Knob Creek Single Barrel Rsv,182518.12,4288.0,146302.54,4646,36215.57999999999,19.842183340481476,No
Knob Creek Smoked Maple,185815.88,6212.0,153722.8,7084,32093.080000000016,17.271440955423195,No
Kono Svgn Bl,10515.83,817.0,6582.26,829,3933.5699999999997,37.4061771633813,No
Korbel Brut,351434.29,26071.0,222309.86000000002,26428,129124.43,30.01415991273825,No
Korbel Brut Rose,2596.05,195.0,1915.2,224,680.8500000000001,26.22638238862888,No
Korbel Natural,14568.77,923.0,10474.42,1034,4094.3500000000004,28.103607922974966,No
Korbel Organic Brut,71140.53,5347.0,47924.44,5534,23216.089999999997,32.63412572270687,No
Korbel Sweet Cuvee,20739.57,1543.0,15572.48,1738,5167.09,24.914161672590126,No
Korbel Sweet Rose,52288.090000000004,3891.0,34249.52,4058,18038.570000000007,34.49842975713974,No
Korbel X Dry,222205.40000000002,16760.0,148087.46000000002,17406,74117.94,31.10447226899988,No
Kosta Browne Pnt Nr RRV,9299.0,100.0,8799.81,141,499.1900000000005,5.368211635659754,No
Kracher Beerenauslese Cuvee,119.88,12.0,81.6,12,38.28,31.931931931931935,No
Kraken Black Spiced Rum,546076.19,44081.0,378056.86,48164,168019.32999999996,37.46681731351358,No
Kringle Cream,5684.66,334.0,2547.32,172,3137.3399999999997,55.1895803794774,No
Kris Heart Rosso,4978.0,400.0,2289.2799999999997,292,2688.7200000000003,54.01205303334673,No
Kris Pnt Grigio Alto Adige,308789.51,27949.0,180213.6,25240,128575.91,41.63869102936819,No
Kris Pnt Nr delle Venezie,19482.18,1582.0,13089.3,1626,6392.880000000001,32.813986935753604,No
Kronan Swedish Punsch,179.94,6.0,86.92,4,93.02,51.69500944759364,No
Kru 82 Vodka,7440.09,491.0,5707.389999999999,559,1732.7000000000007,23.288696776517497,No
Kru Peach Mango Vodka,4296.56,344.0,831.08,158,3465.4800000000005,80.65708380658016,No
Krug Grande Cuvee Brut,16872.82,118.0,13235.57,137,3637.25,21.556858900883196,No
Krug Grande Cve Brut,2719.68,32.0,2222.0,40,497.67999999999984,18.2992116719614,No
Krug Rose Champagne,467.98,2.0,464.88,3,3.1000000000000227,0.6624214710030392,No
Krupnik Spiced Honey Liqueur,25575.8,1120.0,18909.1,1135,6666.700000000001,26.06643780448706,No
Krupp Bros The Doctor Red,1999.8,20.0,810.72,12,1189.08,59.45994599459946,No
Krupp Bros Veraison Red,5753.82,118.0,2783.13,87,2970.6899999999996,51.629873718677324,No
Krupps Brothers Veraison,5119.36,64.0,4773.6900000000005,93,345.66999999999916,6.752211213901722,No
Kuentz Bas Alsace White,1806.71,129.0,1209.6000000000001,128,597.1099999999999,33.049576301675415,No
Kuleto Native Son Napa Red,76175.55,5445.0,53194.05,5629,22981.5,30.169129070942052,No
Kunde Cab Svgn Sonoma Cnty,540.63,37.0,418.95,49,121.68,22.507075079074415,No
Kunde Cab Svgn Sonoma Valley,15061.929999999998,707.0,8176.0,700,6885.9299999999985,45.717447896783476,No
Kunde Chard Sonoma Cnty,870.33,67.0,687.16,82,183.17000000000007,21.046040007813136,No
Kunde Chard Sonoma Valley,51729.74,3126.0,29258.879999999997,3136,22470.86,43.43895793792894,No
Kunde Magnolia Lane Svgn Bl,8003.41,559.0,4844.46,614,3158.95,39.47005089080779,No
L Bernard Cotes du Rhone,7883.68,632.0,4386.51,549,3497.17,44.35961378442555,No
L Einaudi Dolcetto Dogliani,5792.78,322.0,1893.3600000000001,161,3899.4199999999996,67.31517509727625,No
L Martini Cab Svgn Napa,97287.56,3244.0,68260.83,3391,29026.729999999996,29.836013977532172,No
L Martini Cab Svgn Sonoma,288466.55,22045.0,174013.84,23903,114452.70999999999,39.67625015794726,No
L Martini RSV Cab Svgn Alex,33412.68,1332.0,24443.78,1322,8968.900000000001,26.842803390808523,No
L'Ardi Dolcetto D'Acqui,3777.67,333.0,2024.64,304,1753.03,46.40505920315962,No
L'Argentier Rose d'Aramon,2682.21,179.0,2570.4,272,111.80999999999995,4.168577404453789,No
L'Ecole No 41 Cab 12 Walla W,2966.31,69.0,2545.2000000000003,90,421.1099999999997,14.196425862435136,No
L'Ecole No 41 Cab Svgn Clmba,20747.29,671.0,16682.399999999998,840,4064.890000000003,19.592390138663905,No
L'Ecole No 41 Chenin Bl OV,1122.3899999999999,61.0,843.8399999999999,72,278.54999999999995,24.81757677812525,No
L'Ecole No 41 Red Columbia V,1898.1,90.0,1008.13,73,889.9699999999999,46.88741372951899,No
L'Eglise Saint-Hilaire Borde,2166.14,186.0,197.25,25,1968.8899999999999,90.89394037319842,No
L'Enclos de Viaud Lalande Po,3148.95,105.0,20.68,1,3128.27,99.34327315454358,No
L'Excellence Blanc 2015,1658.34,166.0,1272.24,186,386.0999999999999,23.282318463041353,No
L.A. Cetto Cab Svgn,431.64,36.0,284.04,36,147.59999999999997,34.195162635529606,No
LAN Rioja Reserva,809.52,48.0,786.0,60,23.519999999999982,2.905425437296173,No
LAN Rsva Rioja,188.92,8.0,178.31,11,10.609999999999985,5.61613381325428,No
La Atalaya Almansa Red,970.4,60.0,257.6,28,712.8,73.45424567188788,No
La Bastarda Pnt Gr Sicily,69086.85,9615.0,38510.08,9824,30576.770000000004,44.25845149981509,No
La Basttistina Gavi,123.91999999999999,8.0,111.96,12,11.959999999999994,9.651387992253062,No
La Belle Orange Liqueur,51887.46,3054.0,33336.159999999996,2728,18551.300000000003,35.7529545674427,No
La Cana Albarino,7275.26,474.0,4464.88,469,2810.38,38.62927235590205,No
La Caplana Gavi di Gavi,6654.65,435.0,4921.84,476,1732.8099999999995,26.039085451526372,No
La Carraia Orvieto Clsc,5497.9400000000005,506.0,3413.6,502,2084.3400000000006,37.911290410590155,No
La Carraia Sangiovese Umbri,14777.74,1226.0,10287.9,1278,4489.84,30.382453609279903,No
La Chapelle Mission Haut Bri,2295.72,28.0,385.21,7,1910.5099999999998,83.22051469691425,No
La Chapelle de la Mission Ha,2369.7,30.0,708.24,13,1661.4599999999998,70.11267249018863,No
La Clarence Haut Brion 10,10610.460000000001,54.0,4844.88,36,5765.580000000001,54.3386431879485,No
La Clarence de Haut Brion PL,4402.63,37.0,2297.6800000000003,28,2104.95,47.811194672275434,No
La Clarte de Haut Brion 10,7769.3,70.0,3601.5,49,4167.8,53.64447247499775,No
La Cote Blanche Mcon V Chard,22540.82,1618.0,14631.6,1644,7909.219999999999,35.088430678209576,No
La Crema Chard Sonoma Coast,1188.81,119.0,1168.87,179,19.940000000000055,1.6773075596605056,No
La Crema Chard Sonoma Cst,658288.13,39387.0,449061.12,41274,209227.01,31.783500334420435,No
La Crema Chardonnay Monterey,100054.27,6173.0,67444.3,6454,32609.97,32.59228216846717,No
La Crema Pnt Gris Monterey,60306.619999999995,3538.0,41431.04,3584,18875.579999999994,31.29934988895082,No
La Crema Pnt Nr Monterey,61101.229999999996,3177.0,41687.73,3381,19413.499999999993,31.772682808513007,No
La Crema Pnt Nr Sonoma Coast,701.46,54.0,513.0,60,188.46000000000004,26.866820631254818,No
La Crema Pnt Nr Sonoma Cst,323546.95999999996,15704.0,233913.6,17856,89633.35999999996,27.703354097346477,No
La Crema Pnt Nr Williamette,10032.56,344.0,6752.62,347,3279.9399999999996,32.69295174910491,No
La Crema Russian Rive Pnt Nr,395.88,12.0,269.28,12,126.60000000000002,31.97938769324038,No
La Croix Belle No 7 Rose 15,4672.25,275.0,3196.7999999999997,288,1475.4500000000003,31.579003692011348,No
La Croix de Carbonnieux Blnc,1117.57,43.0,121.31,7,996.26,89.14519895845451,No
La Croix de Carbonnieux Roug,1253.34,66.0,201.28,16,1052.06,83.94051095472896,No
La Dame Montrose St Estep 11,1403.73,27.0,34.2,1,1369.53,97.56363403218567,No
La Demoiselle Sociando Haut,424.83,17.0,136.0,8,288.83,67.98719487795118,Yes
La Fee NV Absinthe,559.7199999999999,28.0,308.7,21,251.01999999999992,44.847423711855924,No
La Fleur d'Amelie Brdx Rose,4871.25,375.0,3403.4,385,1467.85,30.13292276109828,No
La Font de Notre Dame Rastea,1011.56,44.0,517.63,37,493.92999999999995,48.828542053857404,No
La Garenne Entre Mer Wh,1549.59,141.0,1337.3999999999999,180,212.19000000000005,13.693299517937007,No
La Gr Comtadine Vacqueyras C,19030.48,952.0,13538.14,1043,5492.34,28.86075390636495,No
La Jota Cab Svgn Howell Mtn,2339.64,36.0,1699.2,40,640.4399999999998,27.373442068010455,No
La Jota Howell Mtn Merlot,1429.78,22.0,1361.2099999999998,31,68.57000000000016,4.795842717061378,No
La Joya Svgn Blanc,83.93,7.0,81.0,10,2.930000000000007,3.491004408435609,No
La Lecciaia Brunello di Mont,1405.63,37.0,314.4,12,1091.23,77.63280521901211,No
La Maialina Gertrude Red,37460.58,2742.0,25290.8,2749,12169.780000000002,32.48689689268026,No
La Maialina Gilfredo Verment,4302.69,331.0,3234.69,381,1067.9999999999995,24.821681320290324,No
La Marca Prosecco,617978.78,57349.0,439645.11,58456,178333.67000000007,32.319950485785284,No
La Merika Pnt Grigio Montery,4674.8,520.0,973.2800000000001,158,3701.52,79.18028578762727,No
La Monacesca Verd di Mattell,779.61,39.0,432.32,32,347.29,44.54663229050423,No
La Mondotte 08 St Emilion,1887.92,8.0,484.92,3,1403.0,74.31458960125428,No
La Mura Blanco,1258.1999999999998,180.0,894.72,192,363.4799999999998,28.888888888888875,No
La Mura Rosso,838.8,120.0,632.28,132,206.51999999999998,24.620886981402002,No
La Noble Chard Unoaked,629.55,45.0,616.4,67,13.149999999999977,2.088793582717811,No
La Petite Maison Ventoux Bl,160.77,23.0,18.4,4,142.37,88.55507868383404,Yes
La Pettegola Vermentino,269.84999999999997,15.0,217.26,18,52.589999999999975,19.488604780433565,No
La Posta Angel Plucci Malbec,34675.23,2277.0,22314.6,2277,12360.630000000005,35.646858002095456,No
La Puerta Alta Malbec Bonrda,191.88,12.0,128.76,12,63.120000000000005,32.89555972482802,No
La Puerta La Rioja Malbec,21989.54,2446.0,14158.44,2348,7831.1,35.61284137821892,No
La Quintinye Blanc Vermouth,2798.25,175.0,2188.92,204,609.3299999999999,21.77539533637094,No
La Quintinye Rouge Vermouth,3198.0,200.0,2365.2000000000003,216,832.7999999999997,26.04127579737335,No
La Scolca Black Label Gavi,431.88,12.0,297.84,12,134.04000000000002,31.03639899972215,No
La Terre Chard Cal,461.15999999999997,84.0,341.05,95,120.10999999999996,26.045190389452678,No
La Terre Merlot,184.23000000000002,27.0,165.42000000000002,37,18.810000000000002,10.191759068920533,No
La Vieille Ferme Red B/B,499.79999999999995,20.0,408.0,24,91.79999999999995,18.3673469387755,No
La Vieille Ferme Red Ventoux,141699.28,19622.0,91328.40000000001,19854,50370.87999999999,35.54773178805142,No
La Vieille Ferme Rose Vntoux,145815.63,19987.0,95272.66,20314,50542.97,34.6622443698251,No
La Vieille Ferme Wh Rhone,113786.72,15728.0,77645.9,16210,36140.82000000001,31.761896291588336,No
La Volpe Pnt Grigio,1127.1599999999999,84.0,783.7199999999999,84,343.43999999999994,30.4694985627595,No
La Volpe Prosecco,415.74,26.0,378.71999999999997,36,37.02000000000004,8.904603838937806,No
LaBelle Winery 2013 Dry Rsl,11975.44,856.0,3025.34,331,8950.1,74.73712865665061,No
LaBelle Winery Americus,7196.4,360.0,5874.54,426,1321.8599999999997,18.368350842087708,No
LaBelle Winery Blueberry,20509.739999999998,1026.0,17044.44,1236,3465.2999999999993,16.895874838003795,No
LaBelle Winery Cranberry,64023.96,4004.0,44325.63,4131,19698.33,30.767122183632505,No
LaBelle Winery Granite Red,31020.6,1940.0,20681.28,2004,10339.32,33.33049650877159,No
LaBelle Winery Grnt St Apple,11182.54,746.0,8633.9,835,2548.6400000000012,22.791244207487754,No
LaBelle Winery Raspberry,12903.93,807.0,8630.85,815,4273.08,33.114562772736676,No
LaBelle Winery Riesling,20643.09,1291.0,14128.359999999999,1343,6514.730000000001,31.558889681728857,No
LaBelle Winery Seyval Blanc,19472.01,1299.0,13276.71,1329,6195.299999999999,31.81643805647183,No
LaLuca Prosecco,12664.99,1001.0,7301.84,1003,5363.15,42.34626320273446,No
Label 5 Scotch 12 Yr,4446.61,139.0,1427.8799999999999,73,3018.7299999999996,67.88834640321502,No
Laboure-Roi Pouilly Fuisse,639.36,64.0,213.12,32,426.24,66.66666666666666,No
Lacoste Borie Pauillac,7291.13,187.0,5331.8,212,1959.33,26.872789265861396,No
Ladera Stile Blocks Cab Napa,1749.65,35.0,1456.84,44,292.8100000000002,16.73534706941389,No
Lady Lola White,23771.4,2260.0,19637.7,2931,4133.700000000001,17.389383881471012,No
Ladyburn 41 Yr Old Scotch,5999.97,3.0,3100.76,2,2899.21,48.32040826870801,No
Lafite Rsv Speciale Bl Brdx,485.71999999999997,28.0,143.76,24,341.96,70.40270114469241,Yes
Lagaria Venezie Pnt Grigio,36689.4,3060.0,24753.600000000002,3056,11935.8,32.532011970759946,No
Lagavulin Distillers Edition,97978.29,1071.0,75227.88,1162,22750.40999999999,23.21984798877383,No
Lagavulin Single Malt 16-Yr,550740.5599999999,7644.0,388078.02,7821,162662.53999999992,29.535238879083092,No
Lagler Gr Velt Smaragd Stein,1529.1499999999999,85.0,1393.1999999999998,120,135.95000000000005,8.890560115096626,No
Lagler Rsl Smaragd Elmerberg,2133.0299999999997,97.0,1899.2400000000002,133,233.7899999999995,10.960464691073241,No
Lago Rose,9937.35,765.0,7544.32,842,2393.0300000000007,24.081168520782708,No
Laguna Chard,2672.09,191.0,1996.62,214,675.4700000000003,25.2787144145594,No
Lairds Apple Jack,56976.51,3699.0,37302.48,3708,19674.03,34.530072129725035,No
Lake Sonoma Cab Svgn AV,527.78,22.0,526.0500000000001,35,1.7299999999999045,0.3277880935237987,No
Lake Sonoma Chard RRV,21459.55,1245.0,15004.359999999999,1307,6455.1900000000005,30.080733286578702,No
Lake Sonoma Znfdl Dry Creek,2218.89,111.0,1262.4,96,956.4899999999998,43.10668847937482,No
Lamberti Prosecco Extra Dry,558.4000000000001,160.0,391.44,168,166.9600000000001,29.899713467048723,No
Lamberti Prosecco X Dry,23979.920000000002,2008.0,15640.8,1995,8339.120000000003,34.77542877540877,No
Lamole Chianti Clsco Racolto,16741.079999999998,892.0,11004.75,1005,5736.329999999998,34.26499365632324,No
Lancaster Est Cab Svgn,55146.21,1379.0,35812.63,1379,19333.58,35.0587646911728,No
Lancers Rose,2485.85,415.0,1675.34,422,810.51,32.60494398294346,No
Landhaus Mayer Gruner Veltli,24705.77,2023.0,17340.0,2125,7365.77,29.813966534943052,No
Landmark 12 Overlook Chard S,2249.25,75.0,1234.8,63,1014.45,45.10170056685562,No
Landmark Overlook Chard,67928.32,3968.0,23411.1,2138,44517.22000000001,65.53558221372177,No
Landmark Overlook Pnt Nr,2083.25,75.0,1352.26,91,730.99,35.088923556942284,No
Lange Pnt Gris Willamette,940.4399999999999,56.0,588.24,57,352.19999999999993,37.45055505933392,No
Lange RSV Willamette Pnt Nr,6001.0599999999995,194.0,2598.7,130,3402.3599999999997,56.69598370954465,No
Lange Willamette Chard,10751.29,671.0,6485.64,588,4265.650000000001,39.675704031795256,No
Lange Willamette Pnt Nr,64029.09,2791.0,40526.64,2838,23502.449999999997,36.70589414905006,No
Laphroaig 10 Yr Single Malt,346877.52,7748.0,245577.63999999998,7861,101299.88000000003,29.203356850567896,No
Laphroaig 15 Yr Single Malt,74140.94,906.0,47752.0,800,26388.940000000002,35.59293960934404,No
Laphroaig 18 Yr Single Malt,3429.59,41.0,1082.52,18,2347.07,68.43587717482265,No
Laphroaig 32 Yr Old Scotch,16799.86,14.0,7883.19,9,8916.670000000002,53.075858965491385,No
Laphroaig Cairdeas Islay,33454.479999999996,452.0,19899.539999999997,387,13554.939999999999,40.51756296914494,No
Laphroaig Cask Strength 10Yr,48105.2,680.0,35800.54,746,12304.659999999996,25.578648462120512,No
Laphroaig Quarter Cask,87046.90000000001,1510.0,55104.0,1435,31942.90000000001,36.69619480992431,No
Laphroaig Triple Wood,53814.99,701.0,37331.58,687,16483.409999999996,30.629774343542564,No
Laphroiag Select Single Malt,89080.95,1805.0,73656.09999999999,1946,15424.850000000006,17.315542773174293,No
Lapierre Raisins 14 Gaulois,2056.53,147.0,2030.96,212,25.570000000000164,1.2433565277433425,No
Las Brisas Rueda Wh,2996.69,231.0,1623.16,217,1373.53,45.83490451131081,No
Las Pizarras Garnacha,419.4,60.0,285.6,60,133.79999999999995,31.902718168812584,No
Las Rocas Garnacha San Alej,59693.32,5168.0,35817.9,5191,23875.42,39.99680366245335,No
Las Rocas Spanish Red,30673.61,3839.0,20488.52,3844,10185.09,33.20473201556647,No
Las Valles Carinena Red,1851.94,206.0,1380.3999999999999,238,471.5400000000002,25.46194801127467,No
Las Valles Viura-Chard,1447.3899999999999,161.0,1108.8,180,338.5899999999999,23.393142138608113,No
Latour 11 Corton-Chrl Bl AC,7583.21,79.0,6957.36,108,625.8500000000004,8.253101259229275,No
Latour 11 Merslt-Blgny P Cru,1449.71,29.0,33.11,1,1416.6000000000001,97.71609494312656,No
Latour 12 Cuvee Bourg Rouge,35962.009999999995,1799.0,10848.1,830,25113.909999999996,69.83455596614317,No
Latour 13 Cuvee Bourgog Blnc,7419.36,464.0,692.9,65,6726.46,90.66091954022988,No
Latour Beaujolais Villages,8482.22,578.0,4885.04,538,3597.1799999999994,42.4084732534643,No
Latour L'Ardeche Chard,558.5699999999999,43.0,486.0,60,72.56999999999994,12.992104839142801,No
Latour Macon Village Chamery,29613.06,2094.0,19221.420000000002,2103,10391.64,35.091408993194214,No
Latour Meursault AC Blanc,25316.03,397.0,13462.0,424,11854.029999999999,46.82420584902135,No
Latour Pinot Noir Valmoissin,25370.78,1922.0,17509.76,2008,7861.02,30.984542059802656,No
Latour Pouilly Fuisse,61188.34,2766.0,40441.5,2850,20746.839999999997,33.90652532819161,No
Lauders,969.2099999999999,99.0,710.5,98,258.7099999999999,26.69287357744967,No
Lauders Scotch,137384.41,9159.0,92461.45999999999,9191,44922.95000000001,32.698724695181944,No
Laurent Reverdy Sancerre,323.76,24.0,208.8,24,114.95999999999998,35.50778354336545,No
Lavergne Brdx Rouge,9867.65,1235.0,6783.33,1307,3084.3199999999997,31.256884871271275,No
Laya Tinto Almansa,9310.79,1021.0,6492.64,1054,2818.1500000000005,30.267571280202866,No
Layer Cake Barosa Shiraz,68437.41,4467.0,24271.079999999998,3148,44166.33,64.53536158074947,No
Layer Cake Cab Svgn,127990.3,9242.0,70423.14,9134,57567.16,44.977752220285446,No
Layer Cake Centrl Cst Pnt Nr,27231.14,1686.0,17947.12,1706,9284.02,34.09339454756577,No
Layer Cake Garnacha,7191.57,443.0,3695.28,356,3496.2899999999995,48.61650515812263,No
Layer Cake Malbec Mendoza,178565.6,12944.0,93602.85,11985,84962.75,47.58069303382062,No
Layer Cake Primitivo Puglia,34630.61,2139.0,22417.98,2103,12212.630000000001,35.26541981212575,No
Layer Cake Sea of Stones Red,16461.83,1017.0,10324.6,988,6137.230000000001,37.28157805055696,No
Layer Cake Virgin Chard,50555.68,3832.0,34968.1,3929,15587.580000000002,30.832499928791385,No
Lazzaroni Sweet Marsala,3335.29,371.0,3286.44,537,48.84999999999991,1.4646402561696257,No
Le Capitaine Vouvray Loire,191.88,12.0,127.08,12,64.8,33.771106941838646,No
Le Cengle CdProvence Rose,4728.36,364.0,3239.8199999999997,369,1488.54,31.481105499581254,No
Le Cirque Rose,20565.3,1470.0,11582.52,1468,8982.779999999999,43.67930445945355,No
Le Clarence de Haut Brion 12,1741.8700000000001,13.0,1618.7400000000002,18,123.12999999999988,7.06883981008915,No
Le Gr Bouqueteau Chinon Roug,7211.49,451.0,5366.46,517,1845.0299999999997,25.584587928430874,No
Le Grande Courtage Brut,4611.8,680.0,3165.6800000000003,773,1446.1200000000001,25.143154445045184,No
Le Grande Courtage Rose,988.1,150.0,470.34000000000003,117,517.76,52.399554700941195,No
Le Haut Medoc de Lascombes,5283.49,151.0,621.54,27,4661.95,88.23618479452028,No
Le Macchiole Bolgheri Rosso,1349.5,50.0,278.56,16,1070.94,79.35828084475732,No
Le Mistral Red,16243.5,650.0,4175.08,259,12068.42,74.29691876750701,No
Le Petit Cheval St Emilion,719.85,3.0,479.91,3,239.94,33.331944155032296,No
Le Petit Haut Lafitte Brdx,1691.53,47.0,1143.04,47,548.49,32.4256737982773,No
Le Petit Mout Roths 11 Pauil,2099.86,14.0,100.66,1,1999.2,95.20634708980599,No
Le Pive Rose Gris,26937.03,1797.0,16864.6,1961,10072.43,37.39250392489447,No
Le Ragose Valpo Clsco 09,1630.98,102.0,1296.0,120,334.98,20.53857190155612,No
Le Val Grenache Rose,7835.87,713.0,5877.13,791,1958.7399999999998,24.99709668486077,No
Le Volte Red Toscana,666.77,23.0,441.6,23,225.16999999999996,33.77026560883063,No
LeCompte Calvados 12 Yr Old,1049.85,15.0,204.36,4,845.4899999999999,80.53436205172167,No
LeCompte Calvados 18 Yr Old,1689.8700000000001,13.0,379.52,4,1310.3500000000001,77.54146768686348,No
LeCompte Calvados 5 Yr Old,2015.64,36.0,399.9,10,1615.7400000000002,80.16014764541288,No
Leaf Vodka Alaskian Glacial,6230.79,421.0,2141.94,174,4088.85,65.62329977418594,No
Leblon Cedilla Acai Liqueur,89.97,3.0,23.99,1,65.98,73.3355562965433,Yes
Leblon Natural Cane Cachaca,59355.7,2230.0,41517.93,2243,17837.769999999997,30.05232858849276,No
Lecciaia Brunello M Reserve,12277.19,281.0,10581.68,379,1695.5100000000002,13.81024485244588,No
Lee Family Farm Albarino Mon,1313.27,73.0,201.94,23,1111.33,84.6231163431739,No
Lee Family Farm Rio Tinto S,730.5699999999999,43.0,512.1600000000001,44,218.40999999999985,29.89583475916064,No
Leese Fitch Svgn Bl,533.54,46.0,451.8,60,81.73999999999995,15.320313378565798,No
Leese-Fitch Cab Svgn,153305.12,14488.0,100177.59999999999,14732,53127.520000000004,34.65475908436718,No
Leese-Fitch Chard,843.28,72.0,640.8,72,202.48000000000002,24.011004648515325,No
Leese-Fitch Merlot,179.84,16.0,171.36,24,8.47999999999999,4.7153024911031975,No
Leflaive Macon Verze,6010.33,167.0,5127.2,208,883.1300000000001,14.693535962251659,No
Legacy Red Alexander Valley,1377.74,26.0,322.2,9,1055.54,76.61387489656974,No
Legaris Crianza Ribera del,94.74000000000001,6.0,64.02,6,30.720000000000013,32.425585813806215,No
Legend of the Vine Cab Svgn,783.38,262.0,518.76,262,264.62,33.77926421404682,No
Lemelson Theas Slctn Pnt Nr,17413.969999999998,603.0,11851.58,577,5562.389999999998,31.942113142494204,No
Leoville Poyfre St Julien 09,1847.94,6.0,413.4,2,1434.54,77.62914380337024,No
Lepanto Solera Gran Reserva,783.84,16.0,95.43,3,688.4100000000001,87.82532149418249,No
Leroux Apple Schnapps,29.96,4.0,23.04,4,6.920000000000002,23.097463284379177,No
Leroux Apricot Brandy,74626.86,10014.0,54844.98,10119,19781.879999999997,26.50772121458681,No
Leroux Blackberry Brandy,243566.02,53698.0,180917.79,55759,62648.22999999999,26.199743963250427,No
Leroux Cherry Brandy,95.88,12.0,74.88,12,21.0,21.902377972465583,No
Leroux Polish Blackberry Bdy,422.53000000000003,47.0,417.02,58,5.510000000000048,1.3040494166094827,No
Les Darons Lang J Carrel Rou,37089.97,2803.0,19242.52,2222,17847.45,48.119343315726596,No
Les Dauphins Cotes du Rhone,486.15,85.0,205.2,76,280.95,57.790805307004014,No
Les Embruns Rose,1104.15,85.0,497.76,61,606.3900000000001,54.91916859122402,No
Les Fiefs de Lagrange 11 Jul,494.84999999999997,15.0,227.5,10,267.34999999999997,54.02647266848539,No
Les Hauts Calas Chinian 14,1478.52,148.0,1080.72,158,397.79999999999995,26.905283662040414,No
Les Hauts de Lagarde Blanc,688.47,53.0,636.16,71,52.31000000000006,7.598007175330815,No
Les Hauts de Lagarde Rouge,22152.29,2071.0,15363.1,2293,6789.1900000000005,30.64780210082118,No
Les Lauzeraies Tavel,637.42,58.0,483.78,66,153.64,24.103416899375606,No
Les Pasquets Entre Deux Mers,789.21,79.0,127.30000000000001,19,661.9100000000001,83.86994589526236,No
Lexington Bourbon,61932.28,2472.0,49475.25,2475,12457.029999999999,20.1139534988862,No
LiDestri Red Sangria,4351.16,484.0,3516.1299999999997,587,835.0300000000002,19.190974360860096,No
LiDestri Spicy Bloody Mary,71.92,8.0,70.08,12,1.8400000000000034,2.558398220244721,No
LiDestri White Sangria,197.78,22.0,178.5,30,19.28,9.748205076347457,No
Liberty Creek Cab Svgn Tetra,432.71000000000004,129.0,286.56,144,146.15000000000003,33.775507845901416,No
Liberty Creek Merlot Tetra P,85.24000000000001,26.0,74.16,36,11.080000000000013,12.998592210229953,No
Liberty Creek Pink Moscato,215.73,27.0,155.44,29,60.28999999999999,27.94697075047513,No
Liberty Creek Prem RSV Chard,12587.9,1810.0,11070.41,2077,1517.4899999999998,12.055148197872558,No
Liberty Creek Prem RSV Merlo,407.49,51.0,305.52,57,101.97000000000003,25.02392696753295,No
Liberty Creek Vyd Pnt Noir,231.71,29.0,226.79999999999998,42,4.910000000000025,2.1190280954641683,No
